speaker_id,sex,accent,age,n_total,n_kept
e41f197ac5cb5cfce90ddcddcc4096c7a3dc3f2b35ef9f24e563534715f21f99358a2e0842b09497640d94715960e0a230d4fa395a171b74b97ca45e4605d578,male_masculine,Irish English,twenties,5,5
e58e08b16c9749fd55deb74c87160687818c9448bd7de92fc97383b8721a0eb3c38d373988baf77e956fd3a0ffce61897ea05c746131dbf21eb5e934e5551418,,,,7,7
feb89c0e74bc87a6cc167702339c9460470d5a76cfd0e1a1e8e14b1868670162559c23a8552e42eb5c59deea79833ce2c0363900cf6151ad29de5088a89d0a88,female_feminine,United States English,fifties,32,30
dccbb1c5114a0f6b42908a16aca07a130d659c283e10962ad0e632a5dafb1ab1995a0c9f4c1ae7df5e3b3ad4b9cf529173c2fbe00120c973b38a23d86cb76212,,,,11,11
8173e4cdfa5e5e85b4f48a79e84921060f60a803f4404a056f454fc55d1d684cd86e00f84fb4bbe484690ce45619903ab3076baee22666031c30a03cdb0e5521,male_masculine,United States English,fourties,5,5
fbdb9ded74645ba24fc086ffbb8cbcafe76ff764c7c655fb015fced721713351d104c7871630946e0a595a21f3000a13d22657d3822c4e1920c6a68fb377c487,,,,8,8
413f26c8c20e5814ffe096a91af3847d08436f0a57c1f090f17a8ebeaf8b22eaee9e4b271f9d3481307be28495bc1bdaa6f8988a4a42db392c099766c72f0c77,male_masculine,United States English,twenties,10,10
8a72c2e593778ffdedea1c63c87b349507a7f5f9e45b312349626289def9abb831ed6226738bebfc38758a6c5530b532ec8570b9221f9b374d663fdb56ca749e,,,,22,22
40204ba8b760c62ef5118dc24e22119256a038a449365846f2d6ba9a8b982d026806a5aa77184349b68ec82ee1b07cc1114789ed9ec554434fb41b7f20dc34f2,male_masculine,United States English,thirties,40,30
749a3842eef567fa65ed8347d8aa75755e761821acab51da66b778c2ca62d08894c973860c3a09086d8fef555a9482fc91d765f6365864fb6afe6ebd20dcdd13,,,,6,6
c779b4a584492e83c221f3edc54f97040cdd29cdf99c8e27dcd6bcbf8adef344cfdd6962c2010c99baf4c5e039a23c27e6e9c446396cd07601b3de08419274c4,,,,13,13
d3591f13719b3ae3646c52ed8a415b3669ac5f000379d648c5f83ee02c34594920693233959cf8305ee9ec05c6ed715953ba13e6a0b6351b4e1a71f120090285,male_masculine,Canadian English,fourties,11,11
c1f601dc9658d956de6f823499d7811cf123f88bb138b9f4bebb6ac365a3127ecfefa039ddb1ad84b55507148f2ef3dbdbc9271c391d72536eaafb0d3eb32b14,female_feminine,,thirties,39,30
5ba9dd8bc01ff215b777ed83fd9501c0d7129943e7579f61d0d8970b582783a8820f0b70e5d03bb3eceb2b7e61c4f5c9f429cf4eba7c03f8a06c2e92e329be2f,male_masculine,United States English,twenties,22,22
1fc126eadd63f7ddc382d6207a325acc9a219a0f2ebde12ea8a08fd4dcde84cefa7ab7688e3312d132eb9e325589eb42034d063e3e0b9c3714bd80b849cacdaa,,,,6,6
d935ca6ce2fcd7d9349a56884e62a9082f985727792e075a8c0cf56b8582d14d69cdbcc7098e62d4498dc55c463469f9c87f70506401d99ff3a880fb4379b84f,female_feminine,,seventies,49,30
a59841b682a71f31501d96f6ae8d7f11e1bb82b0168ad13c76bcbc3e15c1b895c607e5db058d8c6bd2e41bd463aa984b62dcc6147e91cd2c754e6b6518ec9d02,female_feminine,,thirties,6,6
ab9d8e5ffc273ca968a736981571e6021ef980b3804265db56a0b68bcc5928058da1b156b8636f74cdf17f323867c9fce08833b79df05cb294493360b30298a2,,,,25,25
dcf4becb4723a6f7e483f577f3b5ec50e8f82f25409ee4c071350a80348050a7507651befc947574929e5fc9b5ba167f03d5e261d8d49fcd9afe0b876a8479fa,male_masculine,United States English,fourties,38,30
c716fe4a1522f934488215b5ec5e39cdd4470a0874644d7ef73ba06bf1c6fa18128320acd82c095b0c660fecfc9595cc22015c7ad11faa166f0ca010929d1fc1,male_masculine,,twenties,30,30
2e634508ea65b390829f9f3ebfaac735ed1b9d35c4296004d12ecd70efb8d6b44d66c9cb916d4be10bb4901bbacdf2051889a5f9f389a901b8ec80f123afb08f,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",teens,16,16
b3be70cf6d9d9e7294843aba0106d69cc0917a2db953316416481177e4b0a4ef85a069a75996d63f79aca1a9d0bf40425f0d4c8009d757f4be04dbf25ad19d88,male_masculine,,fourties,5,5
b1dce12f1fe3e6c6cbd60872c3be887fc3c6a15c5e0fe783003ffc84411d85c1fabad1f72d55d9e2045f0ef250add9e594f7bd0507ad0d808e780c7081bcbaaf,male_masculine,,thirties,5,5
df23171bf93934fbdb65cdd17a84de6bcdce1c37ba542d4821e8c77ddbafd4bbb83900d93ee4640d65fdff28aceb07f3a41242d194119ac726016485fea87f8e,,,,16,16
4462320cd8bcc9369a3d255476811abebb5d827c727eb0d6c196b096c8fefc3547b4bec141cc8022653cf34b9c797c2455c613632b9f1e0197ff537c7f813d3d,,,,13,13
7141a0320730f8982187131fc904d5bf0eedd1328977e43cf355adfcb5f8148874e0473615bf78f82daf92e384cfca10d9caf6afabac3dbdfa0f869dd7ddc9ca,,,,5,5
8768c3b4f0c4b232bbb7f6ca55dcc64c1c472c29042614bc54e60e7b054cf3d69f5b1a56b2641d3d99176741bf3474446952038e01640bad0365af134e3b8771,male_masculine,England English,twenties,20,20
0217f2a628372d3a3485809bf54a5e548de8dc94e26d270bb5ce0d75f2126318aa8e7e56a45fe67776a856a53bf1a4d2f5ca029207c108d43a7d6157eb21b185,female_feminine,Canadian English,twenties,42,30
c35a51d8b9df28bca51d62f0d9597b3171a10ec0f29ddbbca119dac67193a33794cf11baa4cb1b91fa2e0e0e12fea69cc123517b83beed972561f2895641b8f4,,,,6,6
96901e015b2865f7718de95ac1dd517b95c436adec9d7e35b8dbf286182746916c6376f9ed96ed8d29edb62df6522eaead214b26238a0c8c932ae71bec833f75,male_masculine,United States English,fifties,32,30
20bfca4aaf26de4e1300663389f44917ff8afc2e510916c341de99296ca6f9f206e694cbe074720bd68bced820524666615494b44980dff8b222c01f787abcde,,,,8,8
3f9b28b2712aa63a527cfe5f4b3cc032e6b6ed7c6608a755fcbfa85fbfa8d9b9113431d871e662f52f0636b7d41c5a23fc73e8c6aebff61951dfa0e78adac835,,,,13,13
261764d31ff46747460a53ae34fd326998c4ad9f0cf9e87f869ab2fd2496fc8d483880c7fe1c0878ed6bc05c15f55e2dc0d4c0bf88a841f42c33d2ca551fd7b3,,,,8,8
ea850c724f088530c41fe1c55ecffb37991dcfd4cdd0e975fb63465f754d12562416161fe4be7ac5321a118f221a7c1d5a4c4deb8568e1433833c163cc590ecc,female_feminine,England English,twenties,22,22
eea317aa3ade40e4e7b49267e99bd16d198902c702929d5c16604d507a593f87e8cfd71d12e6792374cf8e111143f031ece36fe6e013bb59e5b66fb9d068dd3d,male_masculine,United States English,twenties,9,9
5d475c26306ea803386a933a4e123e88b16d032d718ba8e295f4d1d0afae2f4ab57faf0f720a34f0b4292c6c2dacf8f38e9bd922a1bfa4030411aabcb56f8a58,,,,6,6
4322b0a4dcd685298b0c5ad49d3d7514a419634601d64f233a2abc96e03ed2d2b344709c999bb84fd6ca9ac772565134fa0d7037a706896132335ddbab73bda7,male_masculine,United States English,thirties,17,17
e140a69135f35bc81e98140a267e18a382807d684099be19e3d4ce8b24bac59e329aa4da97524e916e1d63e43078f585462b292c1c104675aef1f7e03428472a,male_masculine,,twenties,32,30
4fe260ad59e6f83ab8882d3a0b6224819d174bd74150ba3658c92ecd25539e20501432cdaaab737f4987d64b33398a3473f6fb377c0aa13be5ae824242533811,,,,8,8
5b473e799924717a52ba41706f276c1a3c94b2c497cc49a8b796c60126773a4692cab791d57883f48067a313a1435f84f8154caed071706959742a448d1023ef,male_masculine,Canadian English,twenties,36,30
752e7a9226b3457faec88777eb89fc7601df10b3d9764b200268f239b97849c553aa2a1f6cb14285eab1e0ff50f619dcd895625a8940b1934b427be6784f6e22,male_masculine,,twenties,14,14
6e1c73a1d583dbd460273a18c82c7b4c88e4892900bc439daab784892347523f343856446e999c32c265291ebdd63c6710cdd34feaec69861544246774be1bab,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,45,30
ccdfd05e77575cefe9807264668454404dba19d013d2c47e873afeb680b3e968117335827d7b36db391fa9eb6553b1e64bed7429dd54f76393be9031ca785e3a,male_masculine,England English,thirties,67,30
5eb33e96048b172534d31f5cd42daabeafbd53a2a69f6606cf59af166cb22b9dbb4fe5366ce9780e2599027f92334f3c120c5dd80892e2072094efe90ebb615f,male_masculine,,teens,10,10
a50cf2467be05a5b58aaed67cdb3179bde4f10258029c1c1cb660173b1f8dfb71f871734f8b37133388a1bd278c0fb4df197a9a926e9ee88cc397ce0847dbf25,female_feminine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,10,10
5435f6233d118fe3e51220e60d28f64d4b4803c1339f5635aa82da94820fdbb0eeaf359c287b9e730a54cb177eae25d57b731b05c60951fce34c7673c990b30a,,,,40,30
3db4d991b3de584e9bf5ebdaffba6dcc4aff31cc074b46bb3fd174a97ebb679be42e747df634081b3fda5aebdf5ee528ec08751b67f698bc6c9ad5fadfc60c76,female_feminine,England English,thirties,77,30
fc64da2498816d406825ff3200ba67792da84e5e163d5f8accba7c80faec7ac0e9c9c923b924e9550fa19a6c87ee9656933ef38717d9aa1e59b0b7f3ab755b4a,male_masculine,,teens,5,5
2b8b16dd2a58a785a955c39a7d2377a8a7c7c68d17dbf12e9e4260511ce1d6af3348d550b9c14284a392770c31a531aab65f1ecb95a45baf28313d76d85c9ffa,male_masculine,England English,teens,29,29
79a2af29d0a1f58c729aa44f71adaab4cb20e6243f8c1d92f22073598e157313564fd3db018b72ee34acb041bd9b17ebc16c975ed841812fc4dd82dc1b6c1b11,,,,40,30
4c51e59c870fea32712723cf3540b7c6908471b1c51270bf4b924c696540bdc01fec00d9724a38be1c24d0bd03724a813b1e74de5dc19d987a17fdf674489f5a,male_masculine,United States English,teens,13,13
2041b47d7fdf51ebb6e0cb3cfe96136f9be3c399ff6ea147639c04a32315b61c576701733cda8b1858aa51196951e832a180d688ee899b51cccf5e77e84b7574,male_masculine,,thirties,12,12
1021e146675cfa012da5d577b0c590b05b1843f6cf0755fca2d7197743507f6d4234740af632151c4f47ee3b64d47a697efeefbddae60b7a63730a3567c8e17d,female_feminine,,twenties,44,30
037eb229c7af1a0137814035f3ee89689782a4200adc0cd4479f26cd745601c2655287d59b48cf9b25076f954d38e6d6e6e8a5ffd980e49fb491e49694c603df,male_masculine,Australian English,sixties,7,7
09dd97c5843779ca664138ddc85b1f6b3602a9aee6aed123b1fc465bbee3e0b18815d5badbc92581eae915d9d140bcff9ec596460bd1852913ca63fd70157e14,,,,7,7
cd185c1ab8659ae6d21d7b63dc4a5e54a3f65f98e29ff14138fb327a182da7d4f345551afd98a8ccdc09c12e996249ecc17603fc1d28fad84e4af8ffc38aadac,male_masculine,New Zealand English,seventies,50,30
ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",thirties,93,30
5ff91968802212ef9bb26bdcf6a4af551f2b27bfb449d7683e0fc6b7a1e71f82f5345d59f98c18688a74141dd8192b788cbda1ec313ad6458939bd6753b933c2,,"United States English,CARIBBEAN AND BRITISH MIXED WITH SOME NEW YORK ACCENTS",,27,27
bbf090e6e283e4e37184a2e8d18c4e8b316a072a5565f942ab1fe209609ce93499859b1bc6b7111be2f33203c2746e5c37c57a3fcff52e9a7f38780d6fc39a26,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",sixties,36,30
436e8324a66291a434f9734fbd0ac38d8673c9b8df578cf2d89529eb3b8472b5033ea9020ed93016fe89b6da95316cc41e0fbf2a601c77eeaa004a9260a7c7e5,,,,13,13
bb11b3d2b69d5c672eb4924af6bf46447a193f29e08ae1bc0a834a271aaea698c9ab4583bb2cfef9d18d10a4ac043db1624968a1eb5fe33ded79f7e4e737f31a,female_feminine,"Southern African (South Africa, Zimbabwe, Namibia)",sixties,30,30
61a028937a6dfaa9c68f9cc3c24461dc3c52900de5c340dc51db147096b74cf9835671f3987c7625a274210f1de59c1a2e7ae7db5417bd5f3f0bd7d0b7740a6e,,,,15,15
774c34e1d47fea7998c4c7cc09f5f9b0da7d2a95538f55dae86d24abe2d0277a22572c49b0690ea5fc301055e7ec12c197a067004c8b9232f51e01c304d1f7c8,male_masculine,Australian English,fourties,6,6
f2909ec9143e4ff4792b0ccb2e109da938c1c5bfc91641165b0fd32f6caf67ad234318233affcaa4117a36212440eae89dbf06c75e2cb9d4a19ddec3663044ac,female_feminine,,teens,56,30
feda7e1cc7f6876213ec0b603d0d7acd1b1bcb64310d81d9cef6df0c849d1b8741b0b234dcd2c284d18ba278529509b68b23a19ea8c069e451ab657e3d1c53bd,male_masculine,England English,twenties,28,28
8ec215626a2bd6b0d4b02cd08b912bf32aecaeec6af536d42747a89bd5b78bc5a64680474d2b7ed86d21afa8da887e35f0b1b20652e80bc352ec1070a938d334,male_masculine,United States English,teens,10,10
59b3214dbd1d0abd5030251e79ad80b39fafb638d82051c42625ab60dbaf3d1723fba4cac61d9e5af85ee67278791b20b074e15d8a9a5ea245a4f3e2f8933ec8,female_feminine,United States English,teens,10,10
78592417cbc525c75d20aee64cc30e995b702fd0f66d0f64ee7ccd8b037ad455318ec67d874ca1ebf8f943df89e0ea38553be4763bb35215fbc47c02f2c4f95b,male_masculine,United States English,teens,21,21
33b5b80430dd5bd196f9f2dee1abaa0ed7bc752f09778b168299921d37a4e3e32501aa925f6e4d5f5616fb91416fe84fcd1b3e1298badecde0b0e0ea654fb420,,,,20,20
7de6eced402405c2bddf3237753d7b44054f4b25314a3413decfb4fffcc08322a527d6aaf05419922496c38001ad0a6331b3e32e227c7d70c7ba1383c7971373,,United States English,,5,5
ff8e67ca8e3a48caefe6d04282bd47fd9d889ff1bc8c6f3b1a772770c6fe6783c0d94f4ae62cab823ff47ae43dc7b3984566967675c73686b87bf68f607c8c18,,,,5,5
c8c2941bfa8cde207bda4cc2c998df6130328e63456987027fe101449a20db29486833006fe23eaea28e0ccdca0e6d2ffedf7b6bc9f98d7e4d49bc5721184428,female_feminine,United States English,twenties,8,8
771dec33f602fb5041b639217678489f349b668eaa4b42aa98f04303f763e22e8075e6801defda0da15de5efbb517729dd9fea9eeafe4c29d2ccc0810f28f013,male_masculine,United States English,fourties,23,23
d640f7b4532acbf6e6555790f6656e67cdf5ef48a38812da8655ee829276b7fbdb8ad45f16e393b77662db83dcff3346def386ca685b25ed6c423eb54605e0d9,male_masculine,Scottish English,twenties,13,13
a0a47ea17f98e1d63165df0eb8bb3bfe7960183a9c78418c36329794f89134c37169b6a5850acc2cca4c8d3948bd9de859c74bb8c98ccb1e3ea702589ce28020,male_masculine,United States English,sixties,10,10
4a2f245a123660261f19eb31134261b7704fabc1d54e77866f0987a4aa393c139b47d74c5458bad839e15880b795c78e82a495565ddfc5f30d3bd7c8ca1bc5d9,male_masculine,United States English,sixties,6,6
8f8ade03c593d85fc91544e410af684c2233dabbd196c5e72e49d16c32477e36a15cbb5ffb81d69dc256d98f01201a7debe285f99555b93293deaeeec2877616,,,,46,30
6e67ea719008cf557f0d1d10f49262bcf39936b92331c1bb4ad715c0780c7e2471fa05b1bfe536c9dcf5fe25b76dd945660c0f029e19d6b18f668938b208828f,male_masculine,,twenties,8,8
4eebf678917fba68c13af84768e8a67be5d99f361e6ddf3c111b2396b8d10b818e4a55d90d1eb8c83f9d685a0a8c3af0cce874aa34fd8e25d833553761e8e57d,male_masculine,England English,teens,15,15
26e0969fbf69e2a392fd044d460f6a9b8b0ad353955ddb62cf89527af42cbe71faa1c9f6891b9a11012b58e9ad1427fd7e7d3ee74e8c97caa13afaac0f238f40,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,20,20
9db555e24714069bdfaf68dbd96c7115cd8203cf20336f2b240d4523fa12df35a9248232f0ad0ecf0f40b6a8901ca752f64e153d6ca57725ac6635566725c80f,male_masculine,Canadian English,twenties,139,30
ef3dc79f63af761f36770fb88ae117a277f82da76545be340f76b982731c4377228fc89ddb41914a52b5d4c3cfc4ab84bf2ac0174e47d3c4f0b13a9ace9b760e,female_feminine,England English,fifties,16,16
f638487a58c6b0725bbba21af06fdd9cb751ed02e61b84c320ae21ae6dd41b8c7fac2f3cc2cd555f29e309f478e75238df691ecde3f79190a5a2f446cc8f334e,male_masculine,England English,twenties,41,30
4d3689999895d3cc551963507ec748692b8ad19560180190ac5b54dc27813e9aa872ae27fe4b97a34a07f7b1653c275d85ca420355d7d6aa910eae2078f732d9,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",twenties,5,5
2a2cd0c5ae121e20b629dfd40913148117ee74beee4ddf3cc37ce221d40be76e20b5cf30b367c36c66b4a97da83b585b8adbef61322f98768a0503964b68c89a,,,,16,16
e82da70183d77e6f29f90942b0bf071532c1e0a5278edda97c77bd14a29fa734d46926cca8e22d0aadc3f529ac75193ae5e78343b22a2234c7c6691ee99d0d99,,,fifties,10,10
bcdb992be7351df833d09d9a7d917b6689f6f476b76347deab2646c81dee2a4c26e8477e6b8a5435a3a2b9257f63e72b9b89bca6f531fa57520d7c6f60772637,,United States English,twenties,51,30
ae3195e1430d7b9bd3d3a267ad78d220b08b3d5bddafbf1dbcc8706a54af41e065675bb078a18678fe16bd9c02b480584f9a3b86cfca341dd8cc7d155720a224,female_feminine,Canadian English,thirties,11,11
197dd6156c583d549bc300fc633b2cc0c692a81cf78d870196005435ef5ec19d0e7ddb7ad25f6da10a9051e6a7e8d4a95a2cf7aed12a753681944411bc75bdd3,male_masculine,Scottish English,fourties,68,30
29c8216377b66876ac932479dcfb153082db53b3f22a11572a9c5df3b06eb5bd3f8b32b30ab5ece1b3a3119ce5ab5ac62de0e6262ebeb653ac33aaa95cc19b37,,,,13,13
54b86c65535062a6587f9aaf4e0634701bf6160c31835a6cfde752e40e11598f0e270491e9df86e0c48f5f01414ca3695b012b0028ca888f1438be7b0be6312a,male_masculine,Canadian English,thirties,60,30
e04961303ebf32deac1bd7f26efc21819a439689540171bd6520d756ed32718a45322f9e97154eba5a5f985ee7d27f4c5fdc946cc2616d71498ce2cdfe6ec3f3,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",teens,5,5
9816b43de245a3e8d97fa99713d744baa3fd200fafe8354f3eb4b65b6bf969d5f908f653bdc6827b5442dc3c8720f1863f4664817e9536016383187f684c625d,,,,5,5
e3b3c17394ccd8beeafae0a439cacdb563aaf30ed5c5f1f0b853587d12c6aacb741468b6aa7755854471525b902e3e29fc7974876c199d7d435b7f58a0711e1f,female_feminine,Canadian English,twenties,9,9
b1faaffe5780995d27b93887a6562654d5271f4b21fc16fab2a87d82ca9743479e571068e5a0e3bd120928aa2b2c94f7b46fc1469736feb71f3f1781ccdc0996,male_masculine,Malaysian English,twenties,7,7
113e16ffd7e53a2154c6e60e4bb59c63e8225d85fca2c80b2621f21501b2e6ab4fd9f1d630412cfab586d49abdc471cb09161a2f3d0f674e5eb57d747bd8576c,male_masculine,,twenties,6,6
1a27c8162c4adf57982e7fd5369d93ec1c041ae38430d8e3b483dc7a67f80311ca75110a5773b9c0630ce296ad70d41a38d300b76c895f3b821a61f3cecab14c,male_masculine,England English,twenties,11,11
4a207cbff17438de87a2d82fb992fee9db6ed4b256156c17d342a0ee5e8830d6944fcc6dbd90b53061c7aee09d91c529f82ebcd912f305052dda1a5ac99fa679,,United States English,,31,30
f955ee2e4b9b6883a54471d950146bcb950049da7a89a9057eb9f7a21dad354ce5b1cc33e84ee3869cf8a6ee99406bb497fc6dce6fefc8fbf626b365bae8c330,male_masculine,United States English,twenties,21,21
e51b82de610f3c201de31cbe7b6d0327bda04e6858b9bfa5f307253fdd02ba2b53535c081fa3f10455b027f9db1410b2709c8585612b94a2393441e17cdfcf95,male_masculine,United States English,fourties,28,28
2dba3ff6f8c9a9600792f23c08461708127a97cdf24b22983c156802c529eecf64ec713c6a8e853241cfac843f22fd7be82d290e8c5e04b0743d971fadc42d5a,female_feminine,,sixties,8,8
dde9eddb6dc574c09400d6082b0d0ae07e41a134f9430c94a4ad4dc41ad1b471406f3c1b36814554eafe6e3b63f3f8f7740c38494c394bda15517989df12fd4b,,United States English,teens,9,9
26df4893d79bcbbfead91bdac3e71958a4f04cf517540448b81d17158ad4085f46c89305cd0bf4dc7760447d38c842ead4e59f1065265846bf08e12351f2f1f0,male_masculine,United States English,twenties,91,30
a023c2524d8d684c931f30cca155330d7afbfae16e6b638adc9a138a67917d7c34d92c89c9a91de21a351650c90e5525cc87b14546570fc3420a299643f7f052,male_masculine,England English,thirties,7,7
05812a8b0aa7547db9c9e8ecf0fac06f46f8af06635de679967c68e0969dd9043f419933af71e6d5e922b855cda280640df7e6209d9cf4a009e61f033fab9eed,female_feminine,England English,twenties,27,27
ef8c63d9bb9f4867f37652c3d488cf59236ff03abb6b44cf8af7f4e55a05cc8e4a5a054d3657805fb1204a691be6dda0acb387bee74d3b03013f0188e698cb86,,,,6,6
7aabec5fb0737adb066f9afea87692e25539c5c5e121884974bdeacef4e0de0577d6009c93f8a7da01b7e34735972642a4bb0512bfa8ed436becd903f4d315cc,female_feminine,United States English,twenties,10,10
fedc8df61c3b0b07d2e40b296cc9492c842ed0434257c2a8fac02b27f982cbe797b4802323b6c3b00e15d5f9b28b7b7beeb1a49b1b1033f16074c74060de3b0f,,,,9,9
157d90b43651d0534cbef4158c78f02baab021e074c733516910c13e25086fcede17b884711e96c63c095e9b5bfff1a1821f6431089fc71af1225d1bfb14efe1,male_masculine,"South German accent,Alemannic German Accent,German,south-west German",twenties,17,17
832ceef76ff02e4054a1e0321c99b9ac5bc0959382170f820b038530cb238e91c858bd6acb4b26d51f92fded56f095f081d5b0533fc2887b1099bd7b91c78d86,male_masculine,United States English,teens,11,11
06c340d2a4411f29d88b74a921bd311920374625909140e2f98da0082d2ab0e8daf6eec229637013e97859b50af23c280ac80ef4439439b7805e267c151042b6,male_masculine,England English,twenties,19,19
3c2cdac62dc45aae20c7e32d16d6fd9282f85a2cc205445f6369b684c8dfe8f0a624487cfa091b9522ba5a7c728bfa079b16f448e467180e81f850e71a51c243,male_masculine,,fourties,27,27
3f582cfab760d057e6f2c1caaceb81b3bb8886cf79aa38cdc65ff1a7d1d6614498febefd3247dee632c95362e7f693780214a26610d8208685e650e038b3a0cc,male_masculine,United States English,teens,11,11
5099d75b57ad74e6fd22afa6c21791eedaa32bdd0d6e0828008d9d939803a625eb7271c6b69b0351fd226c87b2b157ec4e200e4d6cefd51e60fb77a80535222b,female_feminine,United States English,sixties,8,8
0664b6fa9fd790a2860cf257852529d7286cebc4fd62360aad38e6b7dc1be3e19a5406c8be66bf356712d7a90f57ca4665425279f969576d502d3742836dac86,,,,11,11
b06ec1ea2ba0524ae39ba855efa0b3a8060ff6f7c04116e89ab964f9488b3f5cc6f44d8e89a6a2c4d07cb57557d1bde6104e1311e8008f8837148fe01b8f5dfb,,United States English,,5,5
84ace744b4aa86a47206dae265767ba80b590d3b04110e1abb4bac838f2d9c8afca5555fd25f64a6d8421bd9ef0a9328267bb7d9ff1058151e3760b90839572b,male_masculine,,twenties,73,30
9dce51d106e52b963005b95d1f5d813d175bdc88c75fb832bf586219a038097a2201c86aa6e889b75e419cb7d00a1f8ed70c527aa3a3618f104566d1ff55e820,male_masculine,United States English,twenties,24,24
25cb7b733f8acf80c828d6e99395326001e55699bc4c6e61f03079890ef2e54314fc5d570cff594a9b30d4539d2e96912597b4c4913024d0f60718a6c85bf23e,female_feminine,,twenties,16,16
8665cf638a5f0633589b45e50481f4aa228235f5ca7e4c57976ddadb8dff161b28adf6ffe703060797c9f19f226cfa0c4d0a6a514affd410fb7ed3136bdc2422,,,,7,7
413c5847b5d48b6ce86f60c8f861c2fccada72f64a50e7151efc45dc013a174384ad9e742b6e985cb423f166747af71bfb10455efb05fd8595c9e448b95ab223,,,,6,6
1028798c78e670996055a3e91556b55d55e2d53312d377b5759ec421b96643a5a25aac062313ec695dae0f98e007aeb901ae1d387215d8b5923362583208efeb,male_masculine,United States English,fourties,5,5
6d284ee9ec0692f2d6cbd716091ae157359497700bae09d981768e0b8a877656a034db7c63d0de82578cabb2931d3a6fa43ed198190c6e107f89337dd62d7678,female_feminine,United States English,seventies,13,13
5cfe190433a35c1b75c2f39aed13d27c010e5f770fe08783ab8ebcadb9a85fc0a558ce4f891ac0111cab8f60ca1c198990d2ce135eaea1bc6c9e868ac1d19e8c,,,,6,6
dd140cf14484894797262b2ea122f7c4483ae4f93222218be990ef88c85b346bd78ed274705277957b0c6786bb7661d1bfc921ce56f3a0f5d9d481ed661aa78c,,United States English,twenties,21,21
b1e44bbf647218fa779cfd7553b82572185e558f191754b94c947496d7d11edb66de211454dc90fb06e58e0aa8dde2515b9d70ce93aa5ca4f8225fa9bda16885,,,,10,10
89450dabbc4ed159645444d45804b0d8a2e46427eb6502fccc45bab428039dfc5f947e0fbdfd14832e24f258a1469e173d12868b499daa67a1ba473dc7872f31,female_feminine,United States English,teens,6,6
06803492f57f63ec4532460776d14013f34e6ce6ef71c7c146fb887cc96953c94954f0478ae4fef14dbad51d375557d2f90a1fce004aa2e2387bbf0e1b85d69b,female_feminine,United States English,thirties,15,15
212ff07d7289c586a06e8488712386397ce9385a3ebd8fd8866fcd5c739f80111697e7edf15b044fef6518c482d32fd1c7d3a9851607bac54c4363a29412499f,,,,9,9
ee790789728c01269668b55bfacee556123cbba3c10124ca0bfde37ca55e5079e2542e7b3059927920573b56d88af10d999f6fb8916310463ba6beddea948df7,,Canadian English,twenties,24,24
08dab8a66b8c47e3b04069a303d3b6ed727f3d403405bed16cfb30eb6dcfb67c8bc612bb557a28d3d341278e187737c83a8bf69049540d151a1eb07cd348e260,female_feminine,United States English,twenties,19,19
0a1e1b26c7394a760d9e400443c40a11bd76e55f87a21f99ff4db2a70224d64b21bd452514f2a181310dc78183209afc68d95f6808575503aa6fbc2d26974770,,,,37,30
2258771ac47a6ade835ceb751a66892d712650e5b6db6f3449ed501bfa7e048b380f80b4c20ca7906375df2a1f45507e1cb5276d65ebf4f19d56338f3139c121,female_feminine,United States English,fifties,43,30
fa48b6b1ad70e3cdfa4c58b33f312704676c83e3292ebf1c3e111a20e8705266b14766dc36ef7a8617b2db8ccaf299fb63b2b5064ec3c2cad2b2bc6214ce693c,female_feminine,England English,thirties,14,14
c17441254c5d71266652b2c84cbdbec1f69f60c661c9f01be26537f6122a86ab07a1aa10c152e84c2892b18e9f1bbdd518ee681a2f5f35652044d18d39023064,male_masculine,Australian English,thirties,103,30
c43e3e3bc0f66c364b606b04bfe6b5f26d424775bc0fead16aef1d549b85b0136c6684af6dd4c87531bac0ee224286a9b5026ac2d62182e359f435e2047fae10,male_masculine,England English,thirties,7,7
cc0abc9548ff03e18612a858a6e501adcf924cf67fa076dd7f90f491f999627325a240e5f8a25387b43d81df494572e96e6185ef1431ab9e4de9246d533a8f9a,male_masculine,Canadian English,fourties,83,30
7d9d8ccf4626da839b01c03f960709f6cedbb924637ff9b911869c6e2eb596e590118425d6592dac712e59fffd184419735341d912bd8a2eb08086a84c2b1f30,male_masculine,United States English,twenties,49,30
c2fbf2fb9a6e0ace84bb457f666ebc7eb9e78e678a30c3b6a9e192d3b8c994ddbd9fc7f67dcc0130544659c9fad5ce646b768d396b49c9f74229420de684a677,,,,23,23
73e05e8ec1da679ba865ea699150d02c469ec54c4028da7adf2ce64c5445eb024bbdcd10870664fe512a3aa87b09ad223f5c026cf0e669526f7a12c241ebda62,,,,11,11
