split,dialect,speaker,sex,utt,utt_id,wav,phn
TRAIN,DR3,FMJF0,F,SX174,FMJF0_SX174,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX174.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX174.PHN
TRAIN,DR3,FMJF0,F,SX264,FMJF0_SX264,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX264.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX264.PHN
TRAIN,DR3,FMJF0,F,SX354,FMJF0_SX354,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX354.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX354.PHN
TRAIN,DR3,FMJF0,F,SX444,FMJF0_SX444,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX444.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX444.PHN
TRAIN,DR3,FMJF0,F,SX84,FMJF0_SX84,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX84.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FMJF0\SX84.PHN
TRAIN,DR3,FNTB0,F,SA1,FNTB0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SA1.PHN
TRAIN,DR3,FNTB0,F,SA2,FNTB0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SA2.PHN
TRAIN,DR3,FNTB0,F,SI1203,FNTB0_SI1203,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI1203.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI1203.PHN
TRAIN,DR3,FNTB0,F,SI573,FNTB0_SI573,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI573.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI573.PHN
TRAIN,DR3,FNTB0,F,SI679,FNTB0_SI679,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI679.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SI679.PHN
TRAIN,DR3,FNTB0,F,SX123,FNTB0_SX123,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX123.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX123.PHN
TRAIN,DR3,FNTB0,F,SX213,FNTB0_SX213,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX213.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX213.PHN
TRAIN,DR3,FNTB0,F,SX303,FNTB0_SX303,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX303.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX303.PHN
TRAIN,DR3,FNTB0,F,SX33,FNTB0_SX33,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX33.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX33.PHN
TRAIN,DR3,FNTB0,F,SX393,FNTB0_SX393,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX393.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FNTB0\SX393.PHN
TRAIN,DR3,FPAZ0,F,SA1,FPAZ0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SA1.PHN
TRAIN,DR3,FPAZ0,F,SA2,FPAZ0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SA2.PHN
TRAIN,DR3,FPAZ0,F,SI1593,FPAZ0_SI1593,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI1593.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI1593.PHN
TRAIN,DR3,FPAZ0,F,SI2223,FPAZ0_SI2223,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI2223.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI2223.PHN
TRAIN,DR3,FPAZ0,F,SI963,FPAZ0_SI963,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI963.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SI963.PHN
TRAIN,DR3,FPAZ0,F,SX153,FPAZ0_SX153,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX153.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX153.PHN
TRAIN,DR3,FPAZ0,F,SX243,FPAZ0_SX243,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX243.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX243.PHN
TRAIN,DR3,FPAZ0,F,SX27,FPAZ0_SX27,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX27.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX27.PHN
TRAIN,DR3,FPAZ0,F,SX423,FPAZ0_SX423,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX423.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX423.PHN
TRAIN,DR3,FPAZ0,F,SX63,FPAZ0_SX63,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX63.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FPAZ0\SX63.PHN
TRAIN,DR3,FSJS0,F,SA1,FSJS0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SA1.PHN
TRAIN,DR3,FSJS0,F,SA2,FSJS0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SA2.PHN
TRAIN,DR3,FSJS0,F,SI1171,FSJS0_SI1171,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI1171.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI1171.PHN
TRAIN,DR3,FSJS0,F,SI1801,FSJS0_SI1801,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI1801.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI1801.PHN
TRAIN,DR3,FSJS0,F,SI541,FSJS0_SI541,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI541.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SI541.PHN
TRAIN,DR3,FSJS0,F,SX181,FSJS0_SX181,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX181.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX181.PHN
TRAIN,DR3,FSJS0,F,SX271,FSJS0_SX271,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX271.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX271.PHN
TRAIN,DR3,FSJS0,F,SX361,FSJS0_SX361,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX361.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX361.PHN
TRAIN,DR3,FSJS0,F,SX451,FSJS0_SX451,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX451.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX451.PHN
TRAIN,DR3,FSJS0,F,SX91,FSJS0_SX91,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX91.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJS0\SX91.PHN
TRAIN,DR3,FSJW0,F,SA1,FSJW0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SA1.PHN
TRAIN,DR3,FSJW0,F,SA2,FSJW0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SA2.PHN
TRAIN,DR3,FSJW0,F,SI1333,FSJW0_SI1333,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI1333.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI1333.PHN
TRAIN,DR3,FSJW0,F,SI1963,FSJW0_SI1963,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI1963.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI1963.PHN
TRAIN,DR3,FSJW0,F,SI703,FSJW0_SI703,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI703.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SI703.PHN
TRAIN,DR3,FSJW0,F,SX163,FSJW0_SX163,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX163.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX163.PHN
TRAIN,DR3,FSJW0,F,SX253,FSJW0_SX253,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX253.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX253.PHN
TRAIN,DR3,FSJW0,F,SX343,FSJW0_SX343,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX343.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX343.PHN
TRAIN,DR3,FSJW0,F,SX433,FSJW0_SX433,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX433.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX433.PHN
TRAIN,DR3,FSJW0,F,SX73,FSJW0_SX73,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX73.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSJW0\SX73.PHN
TRAIN,DR3,FSKC0,F,SA1,FSKC0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SA1.PHN
TRAIN,DR3,FSKC0,F,SA2,FSKC0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SA2.PHN
TRAIN,DR3,FSKC0,F,SI1416,FSKC0_SI1416,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI1416.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI1416.PHN
TRAIN,DR3,FSKC0,F,SI2046,FSKC0_SI2046,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI2046.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI2046.PHN
TRAIN,DR3,FSKC0,F,SI786,FSKC0_SI786,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI786.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SI786.PHN
TRAIN,DR3,FSKC0,F,SX156,FSKC0_SX156,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX156.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX156.PHN
TRAIN,DR3,FSKC0,F,SX246,FSKC0_SX246,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX246.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX246.PHN
TRAIN,DR3,FSKC0,F,SX336,FSKC0_SX336,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX336.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX336.PHN
TRAIN,DR3,FSKC0,F,SX426,FSKC0_SX426,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX426.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX426.PHN
TRAIN,DR3,FSKC0,F,SX66,FSKC0_SX66,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX66.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSKC0\SX66.PHN
TRAIN,DR3,FSLS0,F,SA1,FSLS0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SA1.PHN
TRAIN,DR3,FSLS0,F,SA2,FSLS0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SA2.PHN
TRAIN,DR3,FSLS0,F,SI1056,FSLS0_SI1056,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI1056.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI1056.PHN
TRAIN,DR3,FSLS0,F,SI1686,FSLS0_SI1686,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI1686.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI1686.PHN
TRAIN,DR3,FSLS0,F,SI2316,FSLS0_SI2316,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI2316.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SI2316.PHN
TRAIN,DR3,FSLS0,F,SX156,FSLS0_SX156,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX156.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX156.PHN
TRAIN,DR3,FSLS0,F,SX202,FSLS0_SX202,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX202.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX202.PHN
TRAIN,DR3,FSLS0,F,SX246,FSLS0_SX246,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX246.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX246.PHN
TRAIN,DR3,FSLS0,F,SX426,FSLS0_SX426,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX426.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX426.PHN
TRAIN,DR3,FSLS0,F,SX66,FSLS0_SX66,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX66.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\FSLS0\SX66.PHN
TRAIN,DR3,MADC0,M,SA1,MADC0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SA1.PHN
TRAIN,DR3,MADC0,M,SA2,MADC0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SA2.PHN
TRAIN,DR3,MADC0,M,SI1367,MADC0_SI1367,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI1367.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI1367.PHN
TRAIN,DR3,MADC0,M,SI1997,MADC0_SI1997,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI1997.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI1997.PHN
TRAIN,DR3,MADC0,M,SI737,MADC0_SI737,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI737.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SI737.PHN
TRAIN,DR3,MADC0,M,SX107,MADC0_SX107,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX107.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX107.PHN
TRAIN,DR3,MADC0,M,SX17,MADC0_SX17,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX17.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX17.PHN
TRAIN,DR3,MADC0,M,SX197,MADC0_SX197,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX197.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX197.PHN
TRAIN,DR3,MADC0,M,SX287,MADC0_SX287,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX287.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX287.PHN
TRAIN,DR3,MADC0,M,SX377,MADC0_SX377,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX377.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MADC0\SX377.PHN
TRAIN,DR3,MAKB0,M,SA1,MAKB0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SA1.PHN
TRAIN,DR3,MAKB0,M,SA2,MAKB0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SA2.PHN
TRAIN,DR3,MAKB0,M,SI1016,MAKB0_SI1016,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI1016.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI1016.PHN
TRAIN,DR3,MAKB0,M,SI1646,MAKB0_SI1646,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI1646.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI1646.PHN
TRAIN,DR3,MAKB0,M,SI2276,MAKB0_SI2276,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI2276.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SI2276.PHN
TRAIN,DR3,MAKB0,M,SX116,MAKB0_SX116,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX116.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX116.PHN
TRAIN,DR3,MAKB0,M,SX206,MAKB0_SX206,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX206.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX206.PHN
TRAIN,DR3,MAKB0,M,SX26,MAKB0_SX26,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX26.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX26.PHN
TRAIN,DR3,MAKB0,M,SX296,MAKB0_SX296,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX296.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX296.PHN
TRAIN,DR3,MAKB0,M,SX386,MAKB0_SX386,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX386.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKB0\SX386.PHN
TRAIN,DR3,MAKR0,M,SA1,MAKR0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SA1.PHN
TRAIN,DR3,MAKR0,M,SA2,MAKR0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SA2.PHN
TRAIN,DR3,MAKR0,M,SI1352,MAKR0_SI1352,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI1352.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI1352.PHN
TRAIN,DR3,MAKR0,M,SI1982,MAKR0_SI1982,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI1982.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI1982.PHN
TRAIN,DR3,MAKR0,M,SI722,MAKR0_SI722,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI722.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SI722.PHN
TRAIN,DR3,MAKR0,M,SX182,MAKR0_SX182,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX182.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX182.PHN
TRAIN,DR3,MAKR0,M,SX272,MAKR0_SX272,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX272.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX272.PHN
TRAIN,DR3,MAKR0,M,SX362,MAKR0_SX362,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX362.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX362.PHN
TRAIN,DR3,MAKR0,M,SX452,MAKR0_SX452,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX452.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX452.PHN
TRAIN,DR3,MAKR0,M,SX92,MAKR0_SX92,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX92.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAKR0\SX92.PHN
TRAIN,DR3,MAPV0,M,SA1,MAPV0_SA1,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SA1.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SA1.PHN
TRAIN,DR3,MAPV0,M,SA2,MAPV0_SA2,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SA2.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SA2.PHN
TRAIN,DR3,MAPV0,M,SI1293,MAPV0_SI1293,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SI1293.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SI1293.PHN
TRAIN,DR3,MAPV0,M,SI1923,MAPV0_SI1923,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SI1923.WAV,C:\Users\shuoo\Desktop\voice_unique\data\TIMIT\TRAIN\DR3\MAPV0\SI1923.PHN
